"Activity" "Subject" "Feature" "Mean"
"standing" 21 "FrequencyBodyAccelerometer.MeanY-Axis" -0.949694904269663
"standing" 22 "FrequencyBodyAccelerometer.MeanY-Axis" -0.929161387619048
"standing" 23 "FrequencyBodyAccelerometer.MeanY-Axis" -0.962831825294118
"standing" 24 "FrequencyBodyAccelerometer.MeanY-Axis" -0.948970158405797
"standing" 25 "FrequencyBodyAccelerometer.MeanY-Axis" -0.959846189054054
"standing" 26 "FrequencyBodyAccelerometer.MeanY-Axis" -0.958402317837838
"standing" 27 "FrequencyBodyAccelerometer.MeanY-Axis" -0.961356141125
"standing" 28 "FrequencyBodyAccelerometer.MeanY-Axis" -0.893430392658228
"standing" 29 "FrequencyBodyAccelerometer.MeanY-Axis" -0.973345770461538
"standing" 30 "FrequencyBodyAccelerometer.MeanY-Axis" -0.919475121186441
"walking" 1 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0897127264021053
"walking" 2 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0219048103322034
"walking" 3 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0813024353275862
"walking" 4 "FrequencyBodyAccelerometer.MeanY-Axis" -0.14939963344
"walking" 5 "FrequencyBodyAccelerometer.MeanY-Axis" 0.00946037755178571
"walking" 6 "FrequencyBodyAccelerometer.MeanY-Axis" 0.140781621991228
"walking" 7 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0641564202736842
"walking" 8 "FrequencyBodyAccelerometer.MeanY-Axis" 0.316982393333333
"walking" 9 "FrequencyBodyAccelerometer.MeanY-Axis" -0.257677616153846
"walking" 10 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0533911909886792
"walking" 11 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0830478435976271
"walking" 12 "FrequencyBodyAccelerometer.MeanY-Axis" -0.071302455092
"walking" 13 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0955150666694737
"walking" 14 "FrequencyBodyAccelerometer.MeanY-Axis" -0.174601844847458
"walking" 15 "FrequencyBodyAccelerometer.MeanY-Axis" 0.111321097159074
"walking" 16 "FrequencyBodyAccelerometer.MeanY-Axis" -0.321500667843137
"walking" 17 "FrequencyBodyAccelerometer.MeanY-Axis" -0.065026762212623
"walking" 18 "FrequencyBodyAccelerometer.MeanY-Axis" -0.24360627125
"walking" 19 "FrequencyBodyAccelerometer.MeanY-Axis" 0.169258575663077
"walking" 20 "FrequencyBodyAccelerometer.MeanY-Axis" 0.403465950921569
"walking" 21 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0338465813711539
"walking" 22 "FrequencyBodyAccelerometer.MeanY-Axis" 0.145367520371739
"walking" 23 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0724367317966102
"walking" 24 "FrequencyBodyAccelerometer.MeanY-Axis" -0.203193741396552
"walking" 25 "FrequencyBodyAccelerometer.MeanY-Axis" -0.251880271094595
"walking" 26 "FrequencyBodyAccelerometer.MeanY-Axis" -0.146702156576271
"walking" 27 "FrequencyBodyAccelerometer.MeanY-Axis" -0.13678354122807
"walking" 28 "FrequencyBodyAccelerometer.MeanY-Axis" -0.127912276044444
"walking" 29 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0349642325433962
"walking" 30 "FrequencyBodyAccelerometer.MeanY-Axis" -0.193856663907692
"walking downstairs" 1 "FrequencyBodyAccelerometer.MeanY-Axis" 0.00154990783591837
"walking downstairs" 2 "FrequencyBodyAccelerometer.MeanY-Axis" 0.278345041765957
"walking downstairs" 3 "FrequencyBodyAccelerometer.MeanY-Axis" -0.00770048300204081
"walking downstairs" 4 "FrequencyBodyAccelerometer.MeanY-Axis" -0.129606639466667
"walking downstairs" 5 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0792280694042553
"walking downstairs" 6 "FrequencyBodyAccelerometer.MeanY-Axis" 0.339771173822917
"walking downstairs" 7 "FrequencyBodyAccelerometer.MeanY-Axis" -0.145302311446808
"walking downstairs" 8 "FrequencyBodyAccelerometer.MeanY-Axis" 0.388412779763158
"walking downstairs" 9 "FrequencyBodyAccelerometer.MeanY-Axis" -0.183120455428571
"walking downstairs" 10 "FrequencyBodyAccelerometer.MeanY-Axis" 0.00904660360263159
"walking downstairs" 11 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0247508134326087
"walking downstairs" 12 "FrequencyBodyAccelerometer.MeanY-Axis" 0.150510001156522
"walking downstairs" 13 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0364535247659574
"walking downstairs" 14 "FrequencyBodyAccelerometer.MeanY-Axis" 0.3714824704
"walking downstairs" 15 "FrequencyBodyAccelerometer.MeanY-Axis" 0.167518099964286
"walking downstairs" 16 "FrequencyBodyAccelerometer.MeanY-Axis" -0.134598352726809
"walking downstairs" 17 "FrequencyBodyAccelerometer.MeanY-Axis" -0.130272514565217
"walking downstairs" 18 "FrequencyBodyAccelerometer.MeanY-Axis" -0.309049613818182
"walking downstairs" 19 "FrequencyBodyAccelerometer.MeanY-Axis" 0.494457802230769
"walking downstairs" 20 "FrequencyBodyAccelerometer.MeanY-Axis" 0.524187686888889
"walking downstairs" 21 "FrequencyBodyAccelerometer.MeanY-Axis" 0.181138042506667
"walking downstairs" 22 "FrequencyBodyAccelerometer.MeanY-Axis" 0.225766560777778
"walking downstairs" 23 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0959432893981482
"walking downstairs" 24 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0861829752472727
"walking downstairs" 25 "FrequencyBodyAccelerometer.MeanY-Axis" -0.196381053741379
"walking downstairs" 26 "FrequencyBodyAccelerometer.MeanY-Axis" -0.006237000044
"walking downstairs" 27 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0626729573068182
"walking downstairs" 28 "FrequencyBodyAccelerometer.MeanY-Axis" 0.186441733869565
"walking downstairs" 29 "FrequencyBodyAccelerometer.MeanY-Axis" -0.02122937175
"walking downstairs" 30 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0216637054241936
"walking upstairs" 1 "FrequencyBodyAccelerometer.MeanY-Axis" -0.190976720811321
"walking upstairs" 2 "FrequencyBodyAccelerometer.MeanY-Axis" 0.00992445881854167
"walking upstairs" 3 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0788094156644068
"walking upstairs" 4 "FrequencyBodyAccelerometer.MeanY-Axis" -0.117109161492308
"walking upstairs" 5 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0728903158085106
"walking upstairs" 6 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0978035099588235
"walking upstairs" 7 "FrequencyBodyAccelerometer.MeanY-Axis" -0.381590523137255
"walking upstairs" 8 "FrequencyBodyAccelerometer.MeanY-Axis" 0.263431399878049
"walking upstairs" 9 "FrequencyBodyAccelerometer.MeanY-Axis" -0.405022798163265
"walking upstairs" 10 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0390688222212766
"walking upstairs" 11 "FrequencyBodyAccelerometer.MeanY-Axis" -0.254645206944444
"walking upstairs" 12 "FrequencyBodyAccelerometer.MeanY-Axis" -0.168341519859615
"walking upstairs" 13 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0636564765818182
"walking upstairs" 14 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0163939234574074
"walking upstairs" 15 "FrequencyBodyAccelerometer.MeanY-Axis" -0.1019354328
"walking upstairs" 16 "FrequencyBodyAccelerometer.MeanY-Axis" -0.268063812745098
"walking upstairs" 17 "FrequencyBodyAccelerometer.MeanY-Axis" -0.1175197356
"walking upstairs" 18 "FrequencyBodyAccelerometer.MeanY-Axis" -0.363450742586207
"walking upstairs" 19 "FrequencyBodyAccelerometer.MeanY-Axis" 0.111818164225
"walking upstairs" 20 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0293832440223529
"walking upstairs" 21 "FrequencyBodyAccelerometer.MeanY-Axis" 0.0221598658106383
"walking upstairs" 22 "FrequencyBodyAccelerometer.MeanY-Axis" 0.13068653882619
"walking upstairs" 23 "FrequencyBodyAccelerometer.MeanY-Axis" -0.0769773944803922
"walking upstairs" 24 "FrequencyBodyAccelerometer.MeanY-Axis" -0.252412541966102
"walking upstairs" 25 "FrequencyBodyAccelerometer.MeanY-Axis" -0.380150805384615
"walking upstairs" 26 "FrequencyBodyAccelerometer.MeanY-Axis" -0.185528313272727
"walking upstairs" 27 "FrequencyBodyAccelerometer.MeanY-Axis" -0.249688517843137
"walking upstairs" 28 "FrequencyBodyAccelerometer.MeanY-Axis" -0.190589069119608
"walking upstairs" 29 "FrequencyBodyAccelerometer.MeanY-Axis" -0.196011503540816
"walking upstairs" 30 "FrequencyBodyAccelerometer.MeanY-Axis" -0.297813768569231
"laying" 1 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.8826668762
"laying" 2 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.984380981875
"laying" 3 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.968332141612903
"laying" 4 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.967504278888889
"laying" 5 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.977007724615385
"laying" 6 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.938044912280702
"laying" 7 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.958611644615385
"laying" 8 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.944269514074074
"laying" 9 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.9459190006
"laying" 10 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.964300845172414
"laying" 11 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.973576812807018
"laying" 12 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.954724801666667
"laying" 13 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.966295582741935
"laying" 14 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.927882307058824
"laying" 15 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.95156594625
"laying" 16 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.974580069142857
"laying" 17 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.965406091549296
"laying" 18 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.988606906307692
"laying" 19 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.985340447349398
"laying" 20 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.976392651323529
"laying" 21 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.961772190555556
"laying" 22 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.954219235555556
"laying" 23 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.977515213888889
"laying" 24 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.976634815694444
"laying" 25 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.816197953561644
"laying" 26 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.984923123552632
"laying" 27 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.987356589864865
"laying" 28 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.961115672375
"laying" 29 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.989473926666667
"laying" 30 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.970321991714286
"sitting" 1 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.959184889148936
"sitting" 2 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.970162172608696
"sitting" 3 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.917987925384615
"sitting" 4 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.9517837432
"sitting" 5 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.946064216818182
"sitting" 6 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.935798115272727
"sitting" 7 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.904675337916667
"sitting" 8 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.959436275869565
"sitting" 9 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.8922013438
"sitting" 10 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.97464465462963
"sitting" 11 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.972855110377359
"sitting" 12 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.95462662882353
"sitting" 13 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.956183063510204
"sitting" 14 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.944126078888889
"sitting" 15 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.963227004915254
"sitting" 16 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.959552230434783
"sitting" 17 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.97484160453125
"sitting" 18 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.982996441403509
"sitting" 19 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.96633509109589
"sitting" 20 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.947597457121212
"sitting" 21 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.970859342941176
"sitting" 22 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.946635312419355
"sitting" 23 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.942031166764706
"sitting" 24 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.96699178117647
"sitting" 25 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.974776131230769
"sitting" 26 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.967519149358974
"sitting" 27 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.974665817
"sitting" 28 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.952226786666667
"sitting" 29 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.975623030833333
"sitting" 30 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.966274090645161
"standing" 1 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.985297098679245
"standing" 2 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.962471195740741
"standing" 3 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.939507735245902
"standing" 4 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.93164342125
"standing" 5 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.915083799107143
"standing" 6 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.942864017017544
"standing" 7 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.938550519811321
"standing" 8 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.950362935555556
"standing" 9 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.941686874222222
"standing" 10 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.955272383863636
"standing" 11 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.987669785531915
"standing" 12 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.947178200163934
"standing" 13 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.97756730122807
"standing" 14 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.9424220265
"standing" 15 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.965473514528302
"standing" 16 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.969999504230769
"standing" 17 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.980231575769231
"standing" 18 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.975772813972603
"standing" 19 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.968543351780822
"standing" 20 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.92998582479452
"standing" 21 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.960274142134831
"standing" 22 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.957101794126984
"standing" 23 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.94517056882353
"standing" 24 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.953817599275362
"standing" 25 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.974051231216216
"standing" 26 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.97321515527027
"standing" 27 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.97414624525
"standing" 28 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.934503028481013
"standing" 29 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.984096024769231
"standing" 30 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.938089774915254
"walking" 1 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.331560117789474
"walking" 2 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.453806369830508
"walking" 3 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.412374074482759
"walking" 4 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.631005470833333
"walking" 5 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.490251090714286
"walking" 6 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.498520164385965
"walking" 7 "FrequencyBodyAccelerometer.MeanZ-Axis" 0.0385832252345614
"walking" 8 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.238634594791667
"walking" 9 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.250806259788462
"walking" 10 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.41218272245283
"walking" 11 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.616402910169492
"walking" 12 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.4223253002
"walking" 13 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.246851507561404
"walking" 14 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.177366434042373
"walking" 15 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.554942138148148
"walking" 16 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.244363048235294
"walking" 17 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.382832802295082
"walking" 18 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.48977105125
"walking" 19 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.104423357596154
"walking" 20 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.272213861705882
"walking" 21 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.300309066730769
"walking" 22 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.25521651373913
"walking" 23 "FrequencyBodyAccelerometer.MeanZ-Axis" 0.0814081078542373
"walking" 24 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.344493013448276
"walking" 25 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.53356322054054
"walking" 26 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.33953964559322
"walking" 27 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.312372595438596
"walking" 28 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.356337638518519
"walking" 29 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.279734839433962
"walking" 30 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.309558882615385
"walking downstairs" 1 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.225574471693878
"walking downstairs" 2 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.131290772
"walking downstairs" 3 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.404452414285714
"walking downstairs" 4 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.494683451555556
"walking downstairs" 5 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.374740089574468
"walking downstairs" 6 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.277602590916667
"walking downstairs" 7 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.139216222106383
"walking downstairs" 8 "FrequencyBodyAccelerometer.MeanZ-Axis" 0.159589756534211
"walking downstairs" 9 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.103705822657857
"walking downstairs" 10 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.157728357742105
"walking downstairs" 11 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.377624755652174
"walking downstairs" 12 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.402121221521739
"walking downstairs" 13 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.151178724793617
"walking downstairs" 14 "FrequencyBodyAccelerometer.MeanZ-Axis" 0.280735952206667
"walking downstairs" 15 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.259812204547619
"walking downstairs" 16 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.04769426376
"walking downstairs" 17 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.3180818605
"walking downstairs" 18 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.505824358
"walking downstairs" 19 "FrequencyBodyAccelerometer.MeanZ-Axis" 0.110659220744872
"walking downstairs" 20 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.188098811986667
"walking downstairs" 21 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.0769713066866667
"walking downstairs" 22 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.322795653888889
"walking downstairs" 23 "FrequencyBodyAccelerometer.MeanZ-Axis" 0.280518877574074
"walking downstairs" 24 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.173825083587273
"walking downstairs" 25 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.556097089137931
"walking downstairs" 26 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.2796400557
"walking downstairs" 27 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.241600361090909
"walking downstairs" 28 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.308161634195652
"walking downstairs" 29 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.266692150208333
"walking downstairs" 30 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.25806736666129
"walking upstairs" 1 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.433349702075472
"walking upstairs" 2 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.281001986202083
"walking upstairs" 3 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.504494528474576
"walking upstairs" 4 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.524655722692308
"walking upstairs" 5 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.457470676808511
"walking upstairs" 6 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.42724809972549
"walking upstairs" 7 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.317461021372549
"walking upstairs" 8 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.0729496941121951
"walking upstairs" 9 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.384710423408163
"walking upstairs" 10 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.301206408085106
"walking upstairs" 11 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.551742083518519
"walking upstairs" 12 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.560841212692308
"walking upstairs" 13 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.404785239945455
"walking upstairs" 14 "FrequencyBodyAccelerometer.MeanZ-Axis" 0.191693742633333
"walking upstairs" 15 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.5395910825
"walking upstairs" 16 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.335853041176471
"walking upstairs" 17 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.3999234945625
"walking upstairs" 18 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.522728377068965
"walking upstairs" 19 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.2196444734075
"walking upstairs" 20 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.318431522156863
"walking upstairs" 21 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.321712974042553
"walking upstairs" 22 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.228019952309524
"walking upstairs" 23 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.070577489272549
"walking upstairs" 24 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.312792211016949
"walking upstairs" 25 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.542931828
"walking upstairs" 26 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.499502759272727
"walking upstairs" 27 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.418886395098039
"walking upstairs" 28 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.401732939215686
"walking upstairs" 29 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.320487882857143
"walking upstairs" 30 "FrequencyBodyAccelerometer.MeanZ-Axis" -0.36751984
"laying" 1 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.158792670508
"laying" 2 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.146482792591667
"laying" 3 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.0739526439887097
"laying" 4 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.274194618766667
"laying" 5 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.135632454076923
"laying" 6 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.219729934157895
"laying" 7 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.635913046346154
"laying" 8 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.307248374366667
"laying" 9 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.4459627774628
"laying" 10 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.14052022862069
"laying" 11 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.0637709766210526
"laying" 12 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.235607185033333
"laying" 13 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.262990626162903
"laying" 14 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.442950364647059
"laying" 15 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.148912121697222
"laying" 16 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.34641362517
"laying" 17 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.115141826580282
"laying" 18 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.0975278056098923
"laying" 19 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.25318866264
"laying" 20 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.213034275557353
"laying" 21 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.5170305295
"laying" 22 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.224663531040542
"laying" 23 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.424151160897222
"laying" 24 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.401945415305556
"laying" 25 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.403359505161644
"laying" 26 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.210237992646053
"laying" 27 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.173719387825676
"laying" 28 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.33011001977875
"laying" 29 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.0876059706014493
"laying" 30 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.222958352901429
"sitting" 1 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.0495135975489362
"sitting" 2 "FrequencyBodyAccelerometer.MeanFreqX-Axis" 0.08519282071
"sitting" 3 "FrequencyBodyAccelerometer.MeanFreqX-Axis" 0.0312989368846154
"sitting" 4 "FrequencyBodyAccelerometer.MeanFreqX-Axis" 0.037381761194
"sitting" 5 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.0209330490795455
"sitting" 6 "FrequencyBodyAccelerometer.MeanFreqX-Axis" 0.00304695404363636
"sitting" 7 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.0334312226625
"sitting" 8 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.164187373097826
"sitting" 9 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.109383841734
"sitting" 10 "FrequencyBodyAccelerometer.MeanFreqX-Axis" -0.0826140728898148
